	smoker	hbver	erytrocyty	alt	leukocyty	etytr	hemoglobin	ssn	name	trombocyty	alp	relationship	indicator	er-cv	weight	ast	hematokrit
6076	no	6.04382	8.58274	1.83295	6.42802	6.85080	5.10484	143-81-0470	Victor Levy	6.46154	61.93691	single	0.00000	47.92002	85.32090	52.87232	3.37510
6077	Y	4.98069	7.85515	1.08079	6.56938	7.35515	6.01086	036-98-6319	Jacob Barnes	6.44925	89.96685	divoced	0.00000	58.99315	67.63929	67.55142	4.04924
6078	yes	6.54749	8.25250	1.58335	7.43886	5.43298	7.53205	544-03-0854	Brittany Evans	6.17234	63.73685	married	0.00000	65.03737	76.14154	53.59194	4.98040
6079	yes	4.88367		13.74544	6.36115	2.39156	7.06486	477-49-8302	Jason Clark	6.15355	71.52482	married	0.00000	33.01513	44.08089	37.35827	7.06790
6080	no	5.71162	7.41509	1.17093	4.88366	4.73176	8.15015	788-43-1684	Michael Pham	7.87909	40.14183	divoced	1.00000	57.52948	30.32522	38.19397	6.67523
6081	no	8.05776	8.41713	1.81836	4.56909	3.84538	6.58441	413-15-8188	Sabrina Beck	7.56373	87.46136	nop	1.00000	47.65993	31.56385	64.72883	7.75816
6082	no	6.24972	7.47623	0.85566	4.09772	4.58056	5.67254	437-77-2982	Marc Wilson	4.68528	80.54330	separated	1.00000	34.84983	49.30392	42.19983	7.66356
6083	no	4.61303	6.10140	0.70759	5.55857	5.12477	3.03611	828-49-0877	Luis Shaffer	7.25498	14.03798	separated	0.00000	74.97949	52.08412	42.50262	4.72505
6084	no	7.09104	8.07719	1.13556	5.23868	6.76308	6.06245	588-04-0459	Vanessa Thomas	6.00410	80.23741	single	0.00000	44.12999	145.65810	51.29672	3.65949
6085	no	7.57779	6.97168	0.73965	6.29146	4.62736	4.11906	624-83-8322	Rebecca Boone	5.25287	31.56610	single	0.00000	55.61990	93.26661	34.00648	3.12223
6086	Y	6.37664	7.45888	1.16140	6.60339	4.77029	6.37847	395-81-7714	John Tran	4.39876	86.48661	separated	1.00000	63.94450	72.61935	68.11206	6.64456
6087	no	4.04969	7.85862	1.19678	6.15091	7.51859	5.83196	889-61-3012	Todd Lewis	4.35674	80.22566	separated	0.00000	67.55066	87.83595	45.49376	4.01234
6088	no	6.31351	7.32762	0.94703	5.40366	5.20306	5.35119	250-46-7111	Peter Hernandez	5.67391	75.93343	divoced	1.00000	53.20757	107.68716	34.30285	8.57864
6089	no	6.03790	5.07679	0.56429	7.93915	4.38196	4.94093	816-32-6814	Angela Mckee	5.10303	56.14648	married	0.00000	41.76384	77.07015	39.28593	4.83855
6090	yes	6.27280	7.36420	0.93104	5.78852	4.49376	4.21474	116-11-6650	Krystal Martin	7.22793	30.38368	single	1.00000	44.40456	87.30000	64.18115	6.22570
6091	Y	7.13422	6.49667	0.81593	6.07681	4.63545	6.01633	307-95-0397	Amanda Hernandez	5.12969	87.81720	separated	0.00000	29.10576	34.39800	54.60102	3.14378
6092	no	7.53767	5.75973	0.52512	4.80389	4.86410	6.50651	121-55-5200	Kylie Campbell	6.98151	94.46859	married	1.00000	61.63751	29.45515	48.48839	10.32044
6093	N	7.11860	8.96868	2.39732	6.76346	3.31798	6.03443	739-69-7575	Jeremiah Romero	4.44174	83.30750	divoced	1.00000	57.88006	86.49963	65.35425	7.77779
6094	yes	5.23287	5.53712	0.23622	5.22449	6.31552	8.48339	529-48-8939	Carla Callahan	7.74360	27.61866	widowed	1.00000	48.31773	60.42116	47.06617	7.48919
6095	yes	7.35988	7.46533	0.75248	6.08891	4.65024	6.91532	016-66-0418	Christine Blair	5.88458	76.17005	married	1.00000	53.74856	27.97658	78.83343	6.79283
6096	yes	5.49871	7.74887	1.13434	6.54708	4.59770	7.67876	100-60-1911	Jason Davis	5.86985	48.71177	single	1.00000	67.36759	67.21959	56.91185	7.07481
6097	no	6.02943		0.61679	6.52922	4.95026	4.20928	739-20-0211	Gregory Hall	4.79502	32.04316	married	1.00000	55.60215	89.82119	63.62134	7.58687
6098	yes	6.13465	6.02020	0.38246	5.37784	4.94438	6.85963	070-08-9645	Pamela Shannon	4.75444	74.67879	divoced	1.00000	44.83872	42.86143	29.27974	7.19825
6099	yes	3.83505	4.25382	0.44072	5.56673	7.14406	8.97026	771-96-8447	David Wolf	5.87712	17.36146	single	1.00000	15.70948	30.24037	50.03268	8.01840
6100	no	5.62641	3.65298	0.45505	5.35028	5.79280	4.51383	291-77-8954	Eric Diaz	5.42475	40.37516	divoced	0.00000	37.14683	144.30796	32.54090	5.52842
6101	N	5.77030	5.87061	0.44176	6.26983	5.11998	4.35143	685-21-4828	Brian Juarez MD	5.33231	40.10689	divoced	0.00000	32.25091	86.17483	38.40497	8.64287
6102	no	4.70301	2.92765	0.52195	4.64569	7.24777	4.30191	595-77-8338	Teresa Ryan	5.22628	30.37836	nop	0.00000	44.25596	65.43310	45.64884	6.57357
6103	yes	5.17464	5.41567	0.45032	7.06077	6.65753	10.51789	883-04-1546	Melissa Flores	6.62517	32.95772	married	1.00000	61.00740	108.04342	53.63946	7.24094
6104	no	6.54993	8.19167	1.42262	5.53874	4.15232	8.02160	312-34-6358	Eric Bowen	4.32161	37.89242	widowed	1.00000	43.74292	142.29463	38.13951	7.87866
6105	no	6.71783	7.00202	0.82847	6.90818	5.50679	3.62064	841-78-7268	Jason Clark	5.87826	18.04222	single	1.00000	55.92672	13.32612	48.89211	8.89658
6106	no	6.18718	9.33614	3.61105	6.90588	3.28933	8.14015	768-67-9849	Ashley Schneider	6.15974	36.24092	single	1.00000	62.43701	11.65099	48.69853	7.08578
6107	no	6.11398	7.69832	0.91932	7.13634	4.56198	4.44373	566-30-1014	Yvonne Evans	6.58959	39.62807	married	1.00000	57.64600	60.69058	62.63932	6.20940
6108	no	6.87310	8.55507	1.89022	5.83311	3.88494	4.98938	265-44-6804	Andrew Jacobs	6.43055	58.05520	single	1.00000	43.44675	4.39117	22.15762	4.31240
6109	no	7.38384	7.19095	0.79659	5.04781	4.90499	5.65989	083-31-2416	Whitney Cook	6.80693	83.83153	single	1.00000	45.14517	53.41187	56.09470	6.90262
6110	no	6.79089	5.70085	0.52395	4.98217	6.10726	7.10111	427-79-9822	Charles Cox	6.93167	80.50355	divoced	1.00000	45.61643	80.13547	53.94635	7.29018
6111	Y	5.60306	6.91714	0.67801	5.61289	5.53840	8.87248	030-59-7281	David Frazier	7.02275	18.72226	nop	1.00000	64.75443	109.90658	30.51799	7.08055
6112	no	6.61891	7.38664	1.12172	7.06953	5.63666	6.49681	834-84-7528	Daniel Mitchell	7.35014	94.56749	divoced	1.00000	67.34890	77.38121	50.07441	8.58804
6113	no	6.51725	7.03952	0.67043	7.70590	5.53278	9.49316	475-03-6519	Andrew Hoover	7.65306	7.69017	widowed	1.00000	31.97198	140.77404	47.75059	6.74822
6114	no	6.85179	8.54603	1.83241	6.31120	6.39420	5.96535	011-99-4842	Michael Rose	7.68531	82.67597	divoced	0.00000	61.70004	109.30146	62.05299	4.37698
6115	no	7.04376	5.95466	0.62491	6.52024	3.40480	5.81719	819-01-7386	Shannon Shields	4.48154	80.33322	widowed	0.00000	42.70221	116.24625	50.79517	4.22317
6116	no	6.09474	7.52282	0.94809	6.33486	4.42913	3.90439	757-83-9281	Michele White	6.04113	21.24680	married	1.00000	48.76521	83.89512	35.73094	5.14151
6117	yes	5.79013	6.17825	0.56952	4.56504	5.62592	8.66129	277-59-0463	Jody Malone	3.98480	18.54495	married	1.00000	55.26923	30.08436	50.00615	7.50391
6118	no	5.08557	6.84770	0.65440	4.97844	4.25151	5.62548	839-55-3936	Paula Lang	5.31645	79.67573	married	1.00000	67.06409	98.07280	30.54443	7.10953
6119	Y	4.09266	7.57275	1.10128	5.25915	7.33311	6.62686	788-28-5022	Daniel Lopez	5.32978	75.79791	married	0.00000	71.50400	92.82141	46.16121	4.52622
6120	no	6.83973	7.69709	1.20446	5.53370	5.62025	8.05642	232-67-2507	Linda Wheeler	4.29442	35.66648	widowed	0.00000	48.47906	49.41607	41.79802	4.70250
6121	no	6.19088	7.69099	1.14947	4.06091	3.24773	5.09011	066-68-4659	Mary Kirby	6.40950	62.92981	single	0.00000	29.52206	77.06682	52.86525	3.62921
6122	no	5.79880	9.49077	4.16148	7.81369	3.18008	6.45310	718-48-5814	Andrea Ball	6.63308	84.82492	married	1.00000	39.78071	59.36791	75.48058	6.14083
6123	Y	7.14865	5.27004	0.80996	4.26858	8.02061	10.31121	188-93-8641	Kevin Phillips	6.38788	25.33290	divoced	0.00000	61.97224	32.78519	44.86387	6.74634
6124	N	6.70882	6.55703	0.69228	7.08743	4.71673	4.74887	751-61-9048	Devin Johnson	5.56006	48.76928	nop	1.00000	54.81134	50.47628	48.25138	7.79409
6125	yes	5.76448	7.55159	1.07072	6.16723	3.09088	4.89023	464-52-3440	Anthony Montgomery	5.00335	46.30497	married	1.00000	47.60951	72.91480	65.80348	2.03829
6126	no	5.41794	7.73044	1.11889	6.09070	4.76479	7.99811	778-36-8500	Michael Wilson	4.41568	44.88494	married	1.00000	59.70602	76.42472	38.00261	6.37342
6127	N	6.89770	5.30405	0.67217	4.14140	6.73256	8.01318	373-80-0527	Katherine Rich	7.56285	45.66432	divoced	1.00000	60.29496	38.62454	48.89171	5.83327
6128	no	7.63716	7.81257	1.34370	5.68012	4.46117	7.18461	734-48-1273	Kristin Blackburn	4.92946	72.85566	married	1.00000	65.95042	57.89867	40.28347	7.58854
6129	Y	5.80372	8.52692	2.34543	6.70186	4.67785	6.46274	828-35-0519	Kelly Brown	5.53125	87.52247	widowed	1.00000	79.78488	32.57694	46.17117	5.63917
6130	no	5.25264	8.19874	1.41021	5.71059	5.30986	5.06178	115-93-1785	Mark Foster	6.71269	64.25149	separated	1.00000	45.15272	110.17771	52.40889	5.70615
6131	N	5.67811	6.43030	0.64585	5.85877	4.42788	6.10270	383-95-2592	Kimberly Lambert	7.29644	84.17238	married	1.00000	46.37343	54.15656	56.29827	6.27765
6132	yes	6.09217	6.27376	0.61027	7.25069	5.59419	6.61442	266-42-4315	Teresa Decker		82.25901	single	0.00000	57.14852	31.35055	45.83032	7.77560
6133	no	5.13303	8.28560	1.69700	5.95005	7.17259	5.48407	221-85-6252	Larry Preston	5.47851	69.56771	nop	0.00000	45.05871	65.95582	44.53518	3.95929
6134	no	7.70399	6.27574	0.59274	5.89578	7.40728	9.25867	203-95-8540	Peter Bennett	5.46211	16.12236	married	0.00000	41.36208	65.00539	67.49618	6.48807
6135	no	4.12627	6.31165	0.42025	5.66459	5.72448	8.97434	255-32-1794	Dr. Daniel Porter	6.42918	18.57312	divoced	1.00000	47.92796	77.16835	49.01597	7.31290
6136	no	6.61815	8.89546	2.41810	4.90832	3.56921	6.96210	485-28-5452	Catherine Stokes	6.04934	78.44197	widowed	1.00000	77.75535	5.62289	57.64804	7.14009
6137	Y	4.46185	5.89531	0.68066	6.14536	8.87226	8.11415	395-46-3648	Eric Hicks DDS	6.44358	40.39594	separated	0.00000	45.04172	61.92328	50.71690	5.54488
6138	Y	7.58669	5.53294	0.29941	4.97778	3.96676	5.58482	413-33-6722	Donna Nelson	4.71838	72.61907	divoced	0.00000	30.84811	74.77808	52.52938	3.82935
6139	N	4.44601	6.30630	0.68365	5.91085	3.16194	6.75630	388-73-2935	Stephanie Mcdonald	5.27943	83.14574	divoced	0.00000	53.45419	106.71953	54.39718	3.43971
6140	N	5.17983	7.63577	1.03844	7.37641	4.55516	6.99293	355-81-9846	Angela Hunter	6.05344	72.92518	divoced	1.00000	70.49693	51.87259	20.39711	7.24291
6141	yes	5.98728	3.38345	0.35153	6.63144	5.04543	5.53169	824-48-7235	Jennifer Church	6.06941	68.75052	single	0.00000	54.44663	108.91254	49.40628	6.01377
6142	no	6.89783	6.52283	0.60071	6.09179	7.28621	8.57904	390-58-1944	Samantha Wilson	5.73435	24.60243	divoced	0.00000	66.63958	94.77945	33.92834	5.36878
6143	no	6.97384	8.03319	1.20322	8.39624	4.37550	6.91963	498-67-3910	Tony Diaz	6.16864	76.77690	married	1.00000	58.99472	79.58321	44.83288	7.02546
6144	no	4.03887	7.93693	1.14430	5.52402	5.87430	3.42360	442-96-6055	Steven Baxter	5.30139	9.00623	single	1.00000	43.55130	76.92608	25.79322	7.65464
6145	no	5.73228	5.94724	0.50247	7.31846	3.97125	3.98964	322-29-3447	Kent Pineda	6.12012	16.34205	married	0.00000	43.82204	45.64316	40.94793	4.92129
6146	no	6.94963	6.16445	0.59205	5.70560	5.79851	8.75527	062-16-0076	Lisa Cox	7.60020	23.42521	single	1.00000	40.90371	-3.86544	42.88511	7.13853
6147	no	4.92856	5.80669	0.42989	5.13224	5.43078	5.05504	264-76-3560	Keith Todd	5.21603	56.19133	married	0.00000	28.44657	51.22280	53.59042	4.29347
6148	Y	6.17603	4.76426	0.72615	7.70529	4.48674	6.08559	709-73-4068	Vincent Little	4.98807	85.61014	separated	0.00000	47.28073	77.24077	72.29060	5.23273
6149	N	7.33559	4.45401	0.33906	6.48321	3.93585	4.64501	389-41-5058	Jacob Parrish	5.32709	45.42949	widowed	0.00000	50.07413	67.14580	47.59465	5.37766
6150	Y	4.43306	8.48904	1.55971	7.02611	5.15181	4.48054	090-09-3066	Hector Holloway	6.77108	38.20363	married	1.00000	48.37435	69.44695	49.21050	6.95785
6151	Y	5.51131	6.13075	0.49276	6.53854	5.79992	7.71823	822-91-0967	Joshua Salinas	5.26353	63.35897	married	0.00000	56.40864	104.99235	55.48616	8.17176
6152	no	5.48157	6.10751	0.62609	5.67828	7.95373	8.81538	534-74-2265	Brian Collins	5.41647	17.78868	nop	0.00000	56.66557	45.33704	59.84821	5.90585
6153	no	5.28306	6.96511	0.58027	7.35274	5.45871	2.97335	295-09-4909	John Rhodes	6.04535	16.44393	nop	1.00000	46.74653	87.17128	63.71631	9.23263
6154	yes	5.85411	8.28707	1.76108	6.99875	4.61136	3.91369	320-71-5376	David Benson	5.94961	22.23466	nop	1.00000	70.72294	79.35195	27.50837	5.41441
6155	Y	7.06038		0.69506	6.14741	4.97906	4.70067	532-54-9543	Victoria Houston	5.94285	49.03620	divoced	1.00000	37.33665	109.36620	41.15213	6.93290
6156	no	6.13550	7.74485	0.96492	5.35636	7.32416	6.17191	725-44-4824	Richard Dixon	6.53510	92.54121	nop	0.00000	65.66417	60.97247	54.02183	4.07330
6157	Y	5.17202	7.33049	0.79489	5.83096	7.40095	6.88865	820-87-6913	Steven Tucker	6.08952	83.64328	widowed	0.00000	54.88080	60.30424	50.50181	4.44603
6158	Y	4.37285	3.20217	0.61850	5.09860	4.77703	5.80276	733-85-5302	Michael Simpson	6.63218	85.03524	divoced	0.00000	51.67762	86.62175	54.70858	6.10116
6159	yes	5.68285	3.05291	0.45326	7.37337	6.66315	5.86355	306-69-5844	Gerald Bray	5.23476	78.87273	divoced	0.00000	54.63040	67.58771	52.82431	6.04785
6160	yes	6.99627	7.99378	1.26346	4.34516	4.92364	6.42691	617-97-1370	Albert Neal	5.03559	85.14604	widowed	1.00000	58.13557	29.50331	50.27231	8.67541
6161	Y	7.37264	7.99242	1.27213	7.21636	4.04466	5.99316	646-30-6845	Chelsea Wilson	6.36280	92.74874	married	1.00000	77.38547	120.06142	51.90185	7.51991
6162	yes	5.24035	5.07012	0.48415	5.58040	3.75850	6.55021	205-87-0887	Christian Walton	6.04740	90.89799	nop	0.00000	58.19983	110.19929	38.05312	5.12032
6163	yes	8.03019	7.47393	1.01398	7.67454	7.22795	6.90972	047-13-7859	Tony Valenzuela	5.88905	78.63979	divoced	0.00000	40.42758	70.99686	49.82158	4.56763
6164	yes	5.78284	7.62895	0.89586	4.52494	8.46280	5.17593	419-63-8743	Barbara Smith	7.06775	64.94527	single	0.00000	47.21338	40.20769	45.47764	3.71197
6165	no	7.63620	7.32815	0.86768	6.36731	4.76097	5.43102	768-48-1091	Anna Mora	7.99910	73.71443	nop	1.00000	32.66677	19.31486	50.04599	7.10585
6166	no	4.34844	5.26561	0.38276	5.20876	8.31666	9.83087	762-07-8881	Tracy Hines	4.93429	11.63938	divoced	0.00000	53.48675	65.73385	66.52387	6.24184
6167	Y	7.09885	6.64517	0.55948	7.50199	5.35844	1.96089	843-75-5704	Andrew Lee	7.36374	36.68583	married	1.00000	37.68167	108.87567	58.45011	6.11015
6168	Y	6.69302	6.23397	0.53915	8.07388	7.54147	8.95775	679-49-5023	Brett Henderson	5.10810	13.17425	widowed	0.00000	47.28492	53.04159	59.44598	5.88911
6169	Y	6.90161	9.82888	5.36382	4.92136	2.78600	6.73846	170-01-7711	Michelle Warner	5.40916	80.39654	single	1.00000	54.49246	56.73504	36.46681	7.28788
6170	yes	6.41376	7.67195	0.97043	6.66256	6.51076	7.23940	234-86-4778	Adrian Solomon	5.27256	69.08733	nop	0.00000	63.79792	34.68632	50.11101	4.60140
6171	N	6.26031	8.96404	2.37522	7.63762	5.86121	4.45487	194-12-3928	Daniel White	5.33685	37.69155	widowed	1.00000	66.88641	76.42028	46.40391	10.94376
6172	no	6.04106	6.06328	0.58557	6.56965	5.18177	2.27524	464-29-1543	James Mullins	5.69604	26.03814	widowed	0.00000	69.94452	128.23134	56.43534	4.85059
6173	Y	6.32251	6.46741	0.66301	4.39654	8.35186	7.87567	131-31-3265	Jerry Moore	7.15159	47.28413	single	0.00000	59.37911	47.46682	56.03213	5.76513
6174	no	7.20702	4.86991	0.50072	5.08538		5.22626	821-74-5179	Nicholas Johnson	6.02503	70.35729	single	0.00000	61.08676	99.37566	52.67060	4.24951
6175	yes	4.72327	7.28520	0.96015	7.70396	8.48046	6.15254	452-08-6545	Deborah Hull	8.61298	87.64113	widowed	0.00000	27.55554	-15.44083	41.78598	4.83247
6176	Y	6.83395		0.78416	6.65582	5.55254	4.18254	687-51-1865	Diana Ellis	6.25761	27.41262	divoced	1.00000	14.79684	153.29859	60.67999	6.84035
6177	no	6.83261	7.21475	0.72933	6.43129	4.91908	4.08434	033-05-0893	Lynn Nguyen	4.63811	30.37398	married	1.00000	25.78917	80.90568	62.83351	6.72605
6178	Y	5.32940	9.89046	5.90008	6.77134	2.69913	5.80663	442-61-3034	Stephen Rogers	5.45286	79.25657	divoced	1.00000	59.79690	21.01838	74.13650	7.51390
6179	no	6.98973	4.80536	0.08769	7.15251	5.73517	7.11253	163-49-3829	Daniel Gallegos	5.98640	76.90129	divoced	1.00000	50.80674	69.80377	53.06598	4.47791
6180	no	6.93318	4.25008	0.34290	5.00083	4.34630	6.67717	274-58-0040	Rachel Webb	5.69210	78.64475	divoced	0.00000	63.62990	56.17220	40.83452	4.62252
6181	no	4.19807	7.62863	0.95165	5.49477	5.53354	7.98755	841-17-8814	Christopher Bishop	6.99230	44.50979	divoced	0.00000	61.83205	103.57108	36.51976	4.19396
6182	Y	7.72025	7.14255	1.10755	6.69332	4.74754	4.98947	406-93-6657	Cynthia Nichols	6.49155	61.49957	nop	1.00000	78.18874	79.49881	44.85997	5.59646
6183	no	5.80724	5.28260	0.65779	5.73768	5.53166	5.40934	724-04-9704	Timothy Sandoval	6.37742	74.20197	divoced	0.00000	16.66223	119.45217	71.19410	3.90557
6184	Y	4.79354	7.31498	1.03472	7.40361	5.47504	4.44958	584-68-4110	Pamela Brown	6.55033	38.63744	divoced	0.00000		84.68993	41.53435	9.53648
6185	no	6.62201	6.92818	1.08956	4.91755	5.51450	5.27439	176-45-2055	Laura Rivera	6.81048	71.84607	married	1.00000	54.62290	54.65691	69.36199	7.78921
6186	N	6.27280	8.25887	1.50267	7.29277	3.90387	6.75509	885-37-1632	Daniel Caldwell	5.41769	79.42125	divoced	1.00000	49.47116	10.65142	73.25723	7.85873
6187	no	6.90646	6.81551	0.72429	5.50449	5.14885	6.22294	343-04-7818	Jeff Burns	6.08256	84.93305	widowed	1.00000	40.58672	68.78301	81.01071	9.74379
6188	no	6.42521	8.24506	1.48676	6.27363	7.67973	5.06807	279-69-2104	Robert Coleman	3.99286	64.60630	married	0.00000	62.56313	88.22168	52.14181	3.93049
6189	no	5.79335	5.94238	0.43080	6.38868	3.02771	5.73481	080-02-1943	Joseph Harmon	6.73937	83.29922	nop	0.00000	49.42146	48.12295	55.62165	3.78536
6190	no	7.43286	8.55116	1.80419	5.34547	3.75181	7.44188	068-41-7500	Holly Ruiz	4.11405	61.98485	nop	1.00000	71.76150	73.19736	54.00146	7.56419
6191	Y	5.27004	3.11657	0.57447	5.95768	5.17257	7.02015	160-43-8110	Erik Guerra	5.40575	75.54654	divoced	0.00000	54.54871	82.63085	51.59922	5.43617
6192	no	7.14830	7.76902	1.17231	7.63334	7.43347	6.43432	549-87-6342	Mr. Blake Edwards	6.24069	86.15399	divoced	0.00000	66.97200	85.97714	73.47771	4.99009
6193	no	5.81294	7.05471	0.71958	4.71110	3.89556	6.05420	584-68-4110	Pamela Brown	6.37251	86.49245	widowed	1.00000	49.39576	83.89348	74.09005	6.66655
6194	no	5.38870	7.74594	1.01870	5.85711	5.59354	3.98489	862-26-4548	Alexander Crawford	6.84088	24.35648	married	1.00000	50.80849	62.29903	56.69098	10.59092
6195	no	5.24161	7.19561	0.70196	6.46059	5.02611	4.14973	560-52-3976	Micheal Meyer	5.18942	31.80831	married	1.00000	38.63697	104.20474	38.14643	7.65411
6196	no	7.24734	7.23774	0.94039	5.45597	4.93783	7.85738	114-23-7906	Joseph Jackson	5.29906	48.00649	single	1.00000	50.47692	59.59317	33.76438	7.58513
6197	Y	5.14507	7.39473	0.98467	7.32722	5.18165	5.00685	120-22-1742	Chris Roberts	6.00031	58.05057	nop	1.00000	45.93287	91.32466	45.95115	6.43070
6198	Y	6.72827	7.91780	1.07065	4.51644	5.00609	8.61275	526-66-2935	Brandon Cole	6.74734	17.86394	divoced	0.00000	64.56741	-0.70344	45.10559	5.57082
6199	no	4.82515	2.73780	0.15142	5.53240	5.61445	4.38806	664-69-7451	James Hardy	6.69045	44.67302	single	0.00000	41.02075	72.62586	53.31602	6.42861
6200	Y	5.31344	4.72941	0.32940	6.91140	3.85969	5.74746	163-99-9129	Jane Rasmussen	4.47644	82.47067	single	0.00000	62.26797	44.91954	72.65134	4.84751
6201	N	6.91641	8.02987	1.28275	6.09374	4.84786	5.84025	397-57-9330	Sheila Johnson	7.33414	90.43168	married	1.00000	50.66543	87.12452	58.73327	6.91573
6202	no	6.23100	3.56745	0.42982	4.80290	5.14439	2.60605	805-46-9802	Jaime Keith	3.99371	17.89293	nop	0.00000	48.42783	89.33154	58.34591	6.15939
6203	N	4.10236	7.82306	1.24435	8.33158	4.11022	5.34158	362-70-0837	Travis Colon	7.15741	71.66455	widowed	1.00000	77.16267	89.88420	60.63936	7.75785
6204	no	4.05184	8.33688	1.34359	6.50872	7.55240	4.66399	791-77-9619	Wendy Willis	3.84923	48.00554	separated	0.00000	46.99608	127.49147	58.79850	2.97050
6205	Y	5.08493	4.37925	0.58778	6.61118	7.11819	7.93747	245-58-9462	Timothy Martinez	6.24928	43.45356	divoced	1.00000	46.29228	116.84384	37.78963	6.84559
6206	Y	5.53796	8.90471	2.66558	5.84743	5.59384	2.69926	389-41-1192	Robert Cooper	6.73190	9.89500	single	1.00000	51.51183	7.59068	40.14209	5.31713
6207	no	5.86065	6.85299	0.84566	4.69013	5.13515	5.08731	339-44-1619	Jennifer Alexander	7.42623	60.52047	separated	1.00000	57.63229	91.21655	65.84529	7.38917
6208	no	6.63142	6.44704	0.67815	4.60925	5.51090	5.55715	072-61-5965	Christopher Sampson	6.10587	81.87913	single	1.00000	45.34257	45.84734	55.78976	10.00346
6209	no	5.66176	8.80125	2.38280	5.51574	4.67280	3.77257	544-37-0761	Andrew Weber	6.51748	18.22806	single	1.00000	43.48129	83.00037	46.31935	4.85120
6210	no	5.95055	6.00550	0.67141	6.02909	6.06431	9.77560	370-27-5483	Sandra Ingram	6.00243	12.18647	divoced	1.00000	37.70710	79.96682	46.65838	7.15558
6211	Y	3.63063	8.38122	1.78036	7.73550	6.01646	5.56554	129-42-4969	Donald Jackson	5.81005	78.32343	nop	1.00000	61.87158	94.30631	61.39159	9.51172
6212	yes	5.00664	7.79385	0.97363	6.13500	5.06041	5.15021	506-39-7817	Ariel Vasquez	3.79167	62.75880	separated	1.00000	60.33038	96.17186	37.49821	8.05228
6213	no	7.05993	6.88961	0.67003	7.13922	5.16544	3.75588	796-61-8080	Geoffrey Lee	7.62556	15.04734	separated	1.00000	100.00000	50.17768	59.06328	6.72980
6214	no	4.36058	6.67369	0.66889	6.52487	7.76279	7.97040	838-70-9108	James Guzman	6.51235	45.21828	divoced	0.00000	28.28537	31.32452	61.57274	5.51119
6215	yes	8.49293	8.76284	2.16693	4.85896	3.67462	7.87747	664-69-1009	Andrew Armstrong	5.59147	48.00324	married	1.00000	6.01146	73.77993	49.10710	7.17924
6216	no	6.73859	7.28663	0.72684	5.70783	7.09686	7.10731	871-67-9396	Emily Stevens	4.62817	71.61472	married	0.00000	65.57341	101.35825	30.85134	4.22603
6217	Y	5.67011	5.79761	0.64539	5.93718	6.24169	8.63961	801-26-8948	Jeremy Munoz	6.96670	22.16751	single	1.00000	82.13373	10.93387	25.63737	6.98949
6218	N	7.17667	7.58736	1.10222	5.80707	6.99181	6.90214	792-19-3096	Andrea Atkinson	4.53972	80.70691	divoced	0.00000	46.01460	83.90733	58.30406	4.52002
6219	Y	4.54723	8.09955	1.34685	6.59380	5.42871	4.32453	253-55-0611	Alexandra Turner	6.45851	32.59466	married	1.00000	58.86615	146.04903	49.54081	6.92904
6220	no	4.35876	7.64132	1.25497	6.67350	4.79156	8.74954	500-56-4782	Jo Bell	7.84696	18.61714	single	1.00000	37.42467	66.52710	51.14386	7.74751
6221	Y	4.46824	5.92110	0.62242	4.49750	5.97818	8.72944	484-97-5891	Jennifer Morton	6.36309	20.41971	separated	1.00000	46.29403	39.45218	58.25514	7.49998
6222	Y	5.47239	3.55007	0.63617	7.86904	6.50977	4.12606	609-38-9847	Meghan Garza	7.76005	25.44068	divoced	0.00000	53.50743	72.41038	37.91031	5.29352
6223	Y	7.05931	5.20874	0.33393	5.01571	6.45260	8.89577	605-29-5915	David Dudley	5.08841	9.92061	nop	0.00000	52.99050	120.51118	69.43796	7.25858
6224	no	7.50527	3.95116	0.33224	6.22749	5.85432	4.89702	209-72-3675	Samuel Solis	6.12655	51.78444	widowed	0.00000	71.27835	86.07764	74.13047	5.80443
6225	no	4.20603	8.28222	1.58428	6.18896	5.25751	5.85256	412-35-3101	Daniel Martinez	4.46361	84.89991	married	1.00000	56.89131	83.93281	32.69320	8.85598
6226	yes	5.79158	5.53633	0.65116	6.74619	6.04410	7.05660	847-11-2130	Kyle Buchanan	4.81310	72.54159	separated	1.00000	56.23058	85.31217	36.73446	7.68952
6227	no	5.80724	4.18319	0.44886	6.34705	5.98438	3.05371	308-47-4284	Juan Griffith	6.48710	15.19670	divoced	0.00000	41.52549	32.54373	57.88002	5.48326
6228	yes	6.12306	5.84505	0.61264	5.55912	5.57027	3.47618	209-84-9403	Stephanie Hunter	6.58742	8.05023	divoced	1.00000	49.30738	76.19786	33.58935	8.29252
6229	Y	6.28158	6.67254	0.99943	7.54466	4.73128	2.92411	291-01-2134	Edward Houston	6.80773	4.30573	divoced	1.00000	32.61154	118.74042	37.72520	6.71457
6230	Y	4.84606	6.34165	0.64998	4.43576	8.99188	7.38552	860-04-4565	Brian Clark	3.89057	64.02367	nop	0.00000	59.62418	75.36423	54.57301	5.57450
6231	yes	6.12450	4.46307	0.22072	7.96346	5.04988	3.90012	539-86-0780	Natalie Cannon	6.52957		married	0.00000	46.21079	71.56628	39.42398	5.91249
6232	no	6.28492	7.19781	0.92805	5.12876	4.58595	5.43388	689-22-8286	Anne Miles	7.87370	64.90669	widowed	1.00000	56.31427	118.50104	34.39453	7.83187
